relative_path,status,category,size_bytes,note
.env.example,active_scaffold,misc,228,Active environment template for optional Hugging Face and W&B credentials plus reproducibility defaults.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Marathi.txt,archived_historical,text,517,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Norwegian.txt,archived_historical,text,884,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Persian.txt,archived_historical,text,578,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Polish.txt,archived_historical,text,556,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Portuguese.txt,archived_historical,text,689,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Punjabi.txt,archived_historical,text,449,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Romanian.txt,archived_historical,text,700,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Russian.txt,archived_historical,text,635,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Serbian.txt,archived_historical,text,665,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Slovak.txt,archived_historical,text,687,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Slovene.txt,archived_historical,text,616,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Somali.txt,archived_historical,text,648,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Spanish.txt,archived_historical,text,712,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Swahili.txt,archived_historical,text,745,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Swedish.txt,archived_historical,text,676,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Tagalog.txt,archived_historical,text,755,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Tamil.txt,archived_historical,text,426,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Telugu.txt,archived_historical,text,448,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Thai.txt,archived_historical,text,464,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Turkish.txt,archived_historical,text,650,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Ukrainian.txt,archived_historical,text,613,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Urdu.txt,archived_historical,text,567,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Vietnamese.txt,archived_historical,text,582,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/optimaize/Welsh.txt,archived_historical,text,665,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Afrikaans.txt,archived_historical,text,1498,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Albanian.txt,archived_historical,text,1426,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Arabic.txt,archived_historical,text,486,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Basque.txt,archived_historical,text,1540,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Belarusian.txt,archived_historical,text,613,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Bengali.txt,archived_historical,text,426,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Bulgarian.txt,archived_historical,text,688,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Catalan.txt,archived_historical,text,1623,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Chinese.txt,archived_historical,text,525,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Croatian.txt,archived_historical,text,1329,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Czech.txt,archived_historical,text,1704,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Danish.txt,archived_historical,text,1360,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Dutch.txt,archived_historical,text,1472,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/English.txt,archived_historical,text,1500,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Estonian.txt,archived_historical,text,1380,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Finnish.txt,archived_historical,text,1233,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/French.txt,archived_historical,text,1430,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/German.txt,archived_historical,text,1406,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Greek.txt,archived_historical,text,425,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Gujarati.txt,archived_historical,text,449,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Hebrew.txt,archived_historical,text,448,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Hindi.txt,archived_historical,text,476,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Hungarian.txt,archived_historical,text,1401,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Icelandic.txt,archived_historical,text,1260,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Indonesian.txt,archived_historical,text,1453,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Irish.txt,archived_historical,text,1373,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Italian.txt,archived_historical,text,1395,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Japanese.txt,archived_historical,text,514,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Korean.txt,archived_historical,text,477,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Latvian.txt,archived_historical,text,1467,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Lithuanian.txt,archived_historical,text,1420,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Macedonian.txt,archived_historical,text,637,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Malay.txt,archived_historical,text,1594,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Marathi.txt,archived_historical,text,494,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Norwegian.txt,archived_historical,text,1620,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Persian.txt,archived_historical,text,545,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Polish.txt,archived_historical,text,1330,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Portuguese.txt,archived_historical,text,1533,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Punjabi.txt,archived_historical,text,449,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Romanian.txt,archived_historical,text,1552,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Russian.txt,archived_historical,text,695,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Serbian.txt,archived_historical,text,704,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Slovak.txt,archived_historical,text,1402,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Slovene.txt,archived_historical,text,1445,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Somali.txt,archived_historical,text,1306,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Spanish.txt,archived_historical,text,1593,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Swahili.txt,archived_historical,text,1477,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Swedish.txt,archived_historical,text,1548,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Tagalog.txt,archived_historical,text,1484,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Tamil.txt,archived_historical,text,426,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Telugu.txt,archived_historical,text,425,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Thai.txt,archived_historical,text,462,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Turkish.txt,archived_historical,text,1490,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Ukrainian.txt,archived_historical,text,690,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Urdu.txt,archived_historical,text,546,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Vietnamese.txt,archived_historical,text,1412,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/accuracy-reports/tika/Welsh.txt,archived_historical,text,1409,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/build.gradle.kts,archived_historical,misc,12734,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/gradle/wrapper/gradle-wrapper.jar,archived_historical,misc,55616,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/gradle/wrapper/gradle-wrapper.properties,archived_historical,misc,205,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/gradle.properties,archived_historical,misc,2939,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/gradlew,archived_historical,misc,6104,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/gradlew.bat,archived_historical,misc,2941,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/green.png,archived_historical,binary_asset,107,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/grey.png,archived_historical,binary_asset,1634,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/lightgreen.png,archived_historical,binary_asset,107,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/logo.png,archived_historical,binary_asset,52149,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/orange.png,archived_historical,binary_asset,107,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/barplot-average.png,archived_historical,binary_asset,413084,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/barplot-sentences.png,archived_historical,binary_asset,411254,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/barplot-single-words.png,archived_historical,binary_asset,399156,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/barplot-word-pairs.png,archived_historical,binary_asset,409984,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/boxplot-average.png,archived_historical,binary_asset,43029,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/boxplot-sentences.png,archived_historical,binary_asset,43092,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/boxplot-single-words.png,archived_historical,binary_asset,43419,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/plots/boxplot-word-pairs.png,archived_historical,binary_asset,43128,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/red.png,archived_historical,binary_asset,107,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/images/yellow.png,archived_historical,binary_asset,107,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/LICENSE,archived_historical,misc,11560,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/README.md,archived_historical,doc,105573,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/RELEASE_NOTES.md,archived_historical,doc,20382,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/settings.gradle.kts,archived_historical,misc,671,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/AbstractLanguageDetectionAccuracyReport.kt,archived_historical,misc,17095,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractAfrikaansDetectionAccuracyReport.kt,archived_historical,misc,2407,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractAlbanianDetectionAccuracyReport.kt,archived_historical,misc,2405,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractAmharicDetectionAccuracyReport.kt,archived_historical,misc,2403,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractArabicDetectionAccuracyReport.kt,archived_historical,misc,2401,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractArmenianDetectionAccuracyReport.kt,archived_historical,misc,2405,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractAzerbaijaniDetectionAccuracyReport.kt,archived_historical,misc,2411,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractBasqueDetectionAccuracyReport.kt,archived_historical,misc,2401,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractBelarusianDetectionAccuracyReport.kt,archived_historical,misc,2409,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractBengaliDetectionAccuracyReport.kt,archived_historical,misc,2403,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractBokmalDetectionAccuracyReport.kt,archived_historical,misc,2401,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractBosnianDetectionAccuracyReport.kt,archived_historical,misc,2403,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractBulgarianDetectionAccuracyReport.kt,archived_historical,misc,2407,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractCatalanDetectionAccuracyReport.kt,archived_historical,misc,2403,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
archive/legacy_generated/pre_2026_03_04_rebuild/Dataset/output/oss_refs/lingua/src/accuracyReport/kotlin/com/github/pemistahl/lingua/report/config/AbstractChineseDetectionAccuracyReport.kt,archived_historical,misc,2403,Archived third-party or reference-source material from the pre-2026-03-04 rebuild; not part of the active execution path.
